Address,Street,City,State,ZipCode,zpid,url,hasImage,status,soldPrice,beds,baths,area,latitude,longitude,isZillowOwned,soldDate,Type,lotArea,lotAreaUnits,taxAssessedValue,yearBuilt,livingArea,hoaFee,sunScore,buildFactor,climateFactor,electricityFactor,solarFactor,description,suburb,hasCooling,cooling,heating,parkingCapacity,parkingLocation,garageCapacity,basement,flooring,view,stories,porch,pricePerSquareFoot,roof,style,listDate,listPrice,walk_score,transit_score,bike_score
"5518 Howe St, Pittsburgh, PA 15232",5518 Howe St,Pittsburgh,PA,15232,11628762,https://www.zillow.com/homedetails/5518-Howe-St-Pittsburgh-PA-15232/11628762_zpid/,TRUE,SOLD,565000,NA,0,NA,40.45037,-79.932365,FALSE,2/4/2021,MULTI_FAMILY,NA,NA,351200,1890,NA,0,92.41,80,6.06,2.91,3.44,"Prime Shadyside location between Ivy and Bellefonte.  1 Car integral garage.  Close to PITT, CMU and the medical centers in Oakland.  Shopping and restaurants are just two short blocks away.",Shadyside,NA,,,1,Garage,NA,FALSE,,FALSE,NA,,NA,Composition,,6/25/2020,599000,94,70,55
"5833 Kentucky Ave, Pittsburgh, PA 15232",5833 Kentucky Ave,Pittsburgh,PA,15232,11628819,https://www.zillow.com/homedetails/5833-Kentucky-Ave-Pittsburgh-PA-15232/11628819_zpid/,TRUE,SOLD,386250,2,2,948,40.451885,-79.92678,FALSE,2/3/2021,SINGLE_FAMILY,0,sqft,239500,1950,948,0,74.01,61.6,6.06,2.91,3.44,"Rare 1 level Ranch in the heart of Shadyside.  Hardwood floors throughout the Main level.  Living room, Dining room, Kitchen and 2 good sized bedrooms as well as the Full bath are all on the Main level.  The basement has a 1/2 bath as well as a large family room.  Nice private backyard,  An integral garage and driveway offer off street parking for 2 cars.",Shadyside,TRUE,Central Air,"Natural Gas,Forced Air",1,Garage,NA,FALSE,Hardwood,FALSE,1,,407,Asphalt,,12/21/2020,375000,90,69,85
"410 Noble St, Pittsburgh, PA 15232",410 Noble St,Pittsburgh,PA,15232,11525320,https://www.zillow.com/homedetails/410-Noble-St-Pittsburgh-PA-15232/11525320_zpid/,TRUE,SOLD,520000,2,3,1681,40.454758,-79.937035,FALSE,2/3/2021,TOWNHOUSE,0,sqft,265200,1989,1681,0,90.81,78.4,6.06,2.91,3.44,"Location, location, location! Walking distance to Walnut St restaurants/entertainment, Shadyside Hospital, Market District, & all of the wonderful amenities that Shadyside offers. Rare opportunity to own this sought-after END UNIT 2 bd+LOFT at the Townhomes at Noble Street. POSSIBLE 3RD BEDROOM OR OFFICE, this unit has 2.5 bathrooms & has been totally renovated. Hardwood floors throughout main level, kitchen has been opened up in 2019 to allow for massive island.  Quaint sitting room/office area added off kitchen w/an abundance of light from the wrap around windows & fireplace. White kitchen w/wine beverage refrigerator and spacious built-in cabinets in dining room 2020. New hardwood looking tile in foyer, which is durable for an entryway.  3rd floor rooftop deck with retractable awning. Granite counters in kitchen and master bathroom, updated design lighting with edison bulbs.  Powder room on main level, 2 car tandem garage, large rear patio off living room great for entertaining.",Shadyside,TRUE,Central Air,"Natural Gas,Forced Air",3,"Attached,Off Street,Garage Door Opener",NA,FALSE,"Hardwood,Wall to Wall,Carpet",FALSE,3,,309,Asphalt,Contemporary,12/12/2020,479900,93,72,65
"122 N Woodland Rd, Pittsburgh, PA 15232",122 N Woodland Rd,Pittsburgh,PA,15232,11629032,https://www.zillow.com/homedetails/122-N-Woodland-Rd-Pittsburgh-PA-15232/11629032_zpid/,TRUE,SOLD,683000,3,3,1775,40.45163,-79.923904,FALSE,1/29/2021,SINGLE_FAMILY,0,sqft,296400,1987,1775,0,92.41,80,6.06,2.91,3.44,"Sophisticated North Woodland Road end unit townhouse in Shadyside’s most exclusive townhouse neighborhood with exposure on three sides provides for light filled rooms, windows in every room in this incredible unit, open floor plan entry ideal for media/game room or home office. The neutral palette accommodates furnishings of any style. From the open living room space enjoy several months of outdoor dining and entertaining on your private patio or start your day with coffee on the front balcony and enjoy the open views of the church spires towering over Shadyside. Owners suite is spacious and features a private balcony to enjoy a cocktail to close the day. There is a walk-in closet and a marble bath with separate shower and tub. Two additional bedrooms with abundant storage, hardwood floors and skylights complete the second floor. There is guest parking available and it is easy to obtain a parking variance for larger gatherings and have guests park on Fifth Avenue.",Squirrel Hill North,TRUE,"Central Air,Electric","Natural Gas,Forced Air",2,"Garage,Garage Door Opener",NA,FALSE,Hardwood,FALSE,3,,385,,Contemporary,44169,720000,79,65,54
"342 Lamont Pl, Pittsburgh, PA 15232",342 Lamont Pl,Pittsburgh,PA,15232,11624839,https://www.zillow.com/homedetails/342-Lamont-Pl-Pittsburgh-PA-15232/11624839_zpid/,NA,SOLD,175000,4,1,1795,40.456093,-79.92712,FALSE,1/21/2021,SINGLE_FAMILY,1116,sqft,122400,1900,1795,0,86.01,73.6,6.06,2.91,3.44,"342 Lamont Pl, Pittsburgh, PA 15232 is a single family home that contains 1,795 sq ft and was built in 1900. It contains 4 bedrooms and 1 bathroom. This home last sold for $175,000 in January 2021. 
 
The Zestimate for this house is $199,900. The Rent Zestimate for this home is $1,967/mo. ",Shadyside,FALSE,,Other,0,,NA,FALSE,,FALSE,NA,,97,Shake / Shingle,,NA,NA,93,69,65
"5435 Potter St, Pittsburgh, PA 15232",5435 Potter St,Pittsburgh,PA,15232,11525479,https://www.zillow.com/homedetails/5435-Potter-St-Pittsburgh-PA-15232/11525479_zpid/,TRUE,SOLD,487000,2,2,3255,40.454514,-79.93631,FALSE,1/14/2021,SINGLE_FAMILY,3501.3,sqft,260000,1900,3255,0,89.21,76.8,6.06,2.91,3.44,"Truly a special property.  Two units.  Owner lives on the second and third floor and the first floor is a  furnished one bedroom rental  with separate utilities (except for water, sewer and trash)  Both units have a fireplace and both units has an outside deck.  The basement is used for storage only and the utilities.  Accessible only from the outside.  The current lease expires April 30, 2020",Shadyside,TRUE,"Central Air,Electric","Electric,Forced Air",2,Off Street,NA,FALSE,Hardwood,FALSE,3,,150,Composition,Contemporary,3/14/2020,625000,95,72,95
"643 Summerlea St, Pittsburgh, PA 15232",643 Summerlea St,Pittsburgh,PA,15232,2077448439,https://www.zillow.com/homedetails/643-Summerlea-St-Pittsburgh-PA-15232/2077448439_zpid/,TRUE,SOLD,625000,NA,0,NA,40.453903,-79.93068,FALSE,12/31/2020,MULTI_FAMILY,NA,NA,NA,1900,NA,0,92.41,80,6.06,2.91,3.44,6 units - 5 units in 643 Summerlea + a carrage house..      Cute apartments and much room to increase the income.  Firs floor unit is occupied by a family member and very under market value rent.    Tenants pay their own electric and the carriage house has it's own furnace.  Tenant pays for gas and electric in the carriage house.,Shadyside,NA,,,0,On Street,NA,FALSE,,FALSE,NA,,NA,Composition,,10/18/2020,775000,97,71,92
"637 Summerlea St, Pittsburgh, PA 15232",637 Summerlea St,Pittsburgh,PA,15232,2077448483,https://www.zillow.com/homedetails/637-Summerlea-St-Pittsburgh-PA-15232/2077448483_zpid/,TRUE,SOLD,525000,NA,0,NA,40.4541,-79.9308,FALSE,12/31/2020,MULTI_FAMILY,NA,NA,NA,1900,NA,0,85.21,72.8,6.06,2.91,3.44,Cute apartments in fabulous location.  Great tenants as well.  tenants pay electric Owner pays gas water and sewer.    Forced air heat.  Newer furnace.,Shadyside,NA,,,0,,NA,FALSE,,FALSE,NA,,NA,Composition,,44122,625000,97,71,92
"641 Summerlea St, Pittsburgh, PA 15232",641 Summerlea St,Pittsburgh,PA,15232,2079519687,https://www.zillow.com/homedetails/641-Summerlea-St-Pittsburgh-PA-15232/2079519687_zpid/,TRUE,SOLD,525000,NA,0,NA,40.454002,-79.93074,FALSE,12/31/2020,MULTI_FAMILY,NA,NA,NA,1900,NA,0,92.41,80,6.06,2.91,3.44,"Cute apartments - 5 units - 4 one bedroom units and 1 studio apartment.  Tenants pay electric owner pays gas heat, water and sewer.",Shadyside,NA,,,0,On Street,NA,FALSE,,FALSE,NA,,NA,Composition,,10/18/2020,625000,97,71,94
"720 Filbert St, Pittsburgh, PA 15232",720 Filbert St,Pittsburgh,PA,15232,11528770,https://www.zillow.com/homedetails/720-Filbert-St-Pittsburgh-PA-15232/11528770_zpid/,TRUE,SOLD,1065854,3,3,2962,40.45203,-79.9336,FALSE,12/30/2020,SINGLE_FAMILY,3180,sqft,414300,1930,2962,0,89.21,76.8,6.06,2.91,3.44,"One of the most incredible homes in all of Shadyside is now available for the sophisticated buyer.Sheer walls of granite adorn the exterior and the treasures within are awesome.Totally renovated from top to bottom using the most incredible materials, this residence boasts a  first floor open floor plan with cooks gourmet kitchen,  radiant heated exquisite wood floors ( through out), walls of glass that lead out to the first floor massive deck with covered eating and seating area. The entire second floor contains the master en suite with burnished wood his and her dressing rooms, new phenomenal master bath and open walls. Third level has an additional all purpose room and doors leading to a huge roof top deck. The lower level is complete with family room, exercise room, large bedroom, full bath and a custom built office.Many skylights and architectural amenities abound. Just steps to Walnut.",Shadyside,TRUE,Central Air,"Natural Gas,Forced Air",2,"Garage,Garage Door Opener",NA,FALSE,"Ceramic Tile,Hardwood",FALSE,3,,360,Composition,Contemporary,8/23/2020,1690000,95,72,86
"935 Saint James St, Pittsburgh, PA 15232",935 Saint James St,Pittsburgh,PA,15232,11529338,https://www.zillow.com/homedetails/935-Saint-James-St-Pittsburgh-PA-15232/11529338_zpid/,TRUE,SOLD,835000,4,5,3097,40.448677,-79.93534,FALSE,12/30/2020,SINGLE_FAMILY,0,sqft,467300,1890,3097,0,20.41,8,6.06,2.91,3.44,"Unexpected architecture with contemporary undertone and style in the heart of a West Shadyside home! Architect Roy Penner connected all three stories by creating an atrium to allow light into the house. Sky lights, interior glass windows, and balcony give the house an open air feeling. The formal dining room leads into the eat-in kitchen with new refrigerator, dishwasher and updated cabinetry. Living room features French doors, marble gas fireplace and opens into a professionally landscaped backyard. Second level boasts 3 bedrooms and two full marble bathrooms. Spacious master suite features double walk-in closets, tray ceilings, marble fireplace, marble bathroom with a double sink, two-person shower that leads to the private balcony. Lower level has a family room with a full bathroom. Integral garage! New hot water tank, furnace, and roof plus painted exterior and interior. Just steps from Walnut Street shopping and dining, close to universities, hospitals and transportation.",Shadyside,TRUE,Central Air,"Natural Gas,Forced Air",1,"Garage,On Street,Garage Door Opener",NA,FALSE,"Hardwood,Tile,Wall to Wall,Carpet",FALSE,3,,270,Slate,Victorian,6/24/2020,885000,81,71,77
"5036 Castleman St, Pittsburgh, PA 15232",5036 Castleman St,Pittsburgh,PA,15232,11529242,https://www.zillow.com/homedetails/5036-Castleman-St-Pittsburgh-PA-15232/11529242_zpid/,NA,SOLD,927162,4,2,4823,40.448837,-79.94102,FALSE,12/28/2020,SINGLE_FAMILY,0.279040404,acres,831300,1983,4823,0,49.21,36.8,6.06,2.91,3.44,"5036 Castleman St, Pittsburgh, PA 15232 is a single family home that contains 4,823 sq ft and was built in 1983. It contains 4 bedrooms and 2 bathrooms. This home last sold for $927,162 in December 2020. 
 
The Zestimate for this house is $1,798,600. The Rent Zestimate for this home is $10,679/mo. ",Shadyside,TRUE,Central,Other,0,,NA,FALSE,,FALSE,NA,,192,Slate,,NA,NA,69,71,54
"420 Noble St, Pittsburgh, PA 15232",420 Noble St,Pittsburgh,PA,15232,11525366,https://www.zillow.com/homedetails/420-Noble-St-Pittsburgh-PA-15232/11525366_zpid/,TRUE,SOLD,180000,4,4,2394,40.45447,-79.93687,FALSE,12/23/2020,SINGLE_FAMILY,3487.38,sqft,283200,1900,2394,0,63.61,51.2,6.06,2.91,3.44,"Total renovation down to the studs, this Shadyside home is move in ready for you! The exterior boasts all new siding and new double pane windows, plus a new gravel parking pad and backyard patio with grass space! Fabulous first floor open floor plan with powder room is awesome! The kitchen shows new white quartz counters, new stainless appliances, new cabinetry, grey flooring, and sliding glass doors to the backyard oasis! Huge pantry is off the kitchen!  The 2nd level has 3 bedrooms plus a den/office with 2 stunning bathrooms! On the 3rd floor you will find a master suite with huge walk in closet, leading to the 3rd full bathroom! Neutral light grey paint is desirable! All new bathroom fixtures and tile are beautiful! 2 master suites! Brand new furnace and  new electric throughout! Master bedroom has skylights . Additional parking is available on the street. Walk to Shadyside Hospital and shopping!  Move in ready! Zoned heating and cooling!",Shadyside,TRUE,"Central Air,Electric","Natural Gas,Forced Air",1,Off Street,NA,FALSE,Other,FALSE,3,,261,Asphalt,,11/29/2021,645000,95,72,95
"440 S Graham St, Pittsburgh, PA 15232",440 S Graham St,Pittsburgh,PA,15232,11524942,https://www.zillow.com/homedetails/440-S-Graham-St-Pittsburgh-PA-15232/11524942_zpid/,TRUE,SOLD,430000,NA,0,NA,40.458168,-79.937325,FALSE,12/17/2020,MULTI_FAMILY,NA,NA,255100,1900,NA,0,81.21,68.8,6.06,2.91,3.44,3 unit building.  The 1st floor apartment has 1 bedroom.  The 2nd floor apartment is currently a 1 bedroom but could be a two bedroom.  The 3rd floor apartment is a 2 bedroom.  The 1st and 2nd floors are heated by a boiler; owner pays gas.  The 3rd floor has its own gas meter.  There are separate electric meters for each unit along with a house electric meter.  Owner pays water and sewage.  There is a 2 car detached garage with a finished room above it.  There is also an off street parking pad with 1 space.   The lease for the 2nd floor apartment expires on 6/30/21 and the lease for the 3rd floor apartment is a month to month.,Bloomfield,NA,,,0,"Detached,Off Street",NA,FALSE,,FALSE,NA,,NA,,,11/5/2020,425000,89,68,67
"95 E Woodland Rd, Pittsburgh, PA 15232",95 E Woodland Rd,Pittsburgh,PA,15232,2079487857,https://www.zillow.com/homedetails/95-E-Woodland-Rd-Pittsburgh-PA-15232/2079487857_zpid/,TRUE,SOLD,1850000,6,5,5281,40.450413,-79.9232,FALSE,12/15/2020,SINGLE_FAMILY,1,acres,NA,1934,5281,0,NA,NA,NA,NA,NA,"Welcome to your new home, a French style chateau nestled in a private, serene landscaped 1 acre setting, in the most exclusive neighborhood in Shadyside, on the Chatham University campus. This stunning 3 story, 5,281 square ft. updated brick beauty features 6 bedrooms, 4.5 baths, a 2 car integral garage & home gym. An incredible master suite showcases an indulgent 12x8 closet, office/den w/coffee bar, wine fridge & a wonderful en suite master bath. Professional gourmet kitchen w/2 Subzero refrigerators, 2 dishwashers, Viking range, warming drawer & built-in microwave. The amazing renovation of this secluded one acre lot invites you to an outdoor dining pavilion w/BBQ area & enclosed flat screen TV, a natural stone waterfall w/koi pond, hot tub area, a gas ignited built-in fire pit area w/seating & natural stone stairs leading to walking paths. Outdoor lighting & stereo sound system throughout. Countryside living within blocks to the city's best offerings! Minutes to Oakland & Downtown.",Squirrel Hill North,TRUE,Central Air,"Natural Gas,Forced Air",2,"Garage,Garage Door Opener",NA,FALSE,"Ceramic Tile,Hardwood,Wall to Wall,Carpet",FALSE,3,,350,Slate,Other,10/1/2020,2200000,46,62,44
"95 Woodland Rd, Pittsburgh, PA 15232",95 Woodland Rd,Pittsburgh,PA,15232,11628990,https://www.zillow.com/homedetails/95-Woodland-Rd-Pittsburgh-PA-15232/11628990_zpid/,TRUE,SOLD,1850000,6,5,5281,40.450436,-79.92319,FALSE,12/15/2020,SINGLE_FAMILY,1,acres,1204000,1934,5281,0,92.41,80,6.06,2.91,3.44,"Welcome to your new home, a French style chateau nestled in a private, serene landscaped 1 acre setting, in the most exclusive neighborhood in Shadyside, on the Chatham University campus. This stunning 3 story 5,281 square foot updated brick beauty features 6 bedrooms, 4.5 baths, a 2 car integral garage & home gym. Incredible master suite showcases an indulgent 12x8 closet, office/den w/coffee bar, wine fridge & a wonderful ensuite master bath. Professional gourmet kitchen w/2 Subzero refrigerators, 2 dishwashers, Viking range, warming drawer & built-in microwave. The amazing renovation of this secluded  one acre lot invites you to an outdoor dining pavilion w/BBQ area & enclosed flat screen TV, a natural stone waterfall w/koi pond, hot tub area, a gas ignited built-in fire pit area w/seating. and natural stone stairs leading to walking paths. Outdoor lighting & stereo sound system throughout. Countryside living within blocks to the city's best offerings! Minutes to Oakland & Downtown.",Squirrel Hill North,TRUE,Central,Other,2,"Underground/Basement,Garage - Attached,Covered",NA,FALSE,,FALSE,NA,,350,,,3/4/2020,2700000,46,62,44
